969,500,200,0.9,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,negative,5-10,Pre_trained Model,Level post lowercase,tf,0.5789473684210527,{'C': 0.05}
958,300,700,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,negative,20,Pre_trained Model,Level post upercase,tf,0.5789473684210527,{'C': 0.25}
901,100,100,0.9,Difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,negative,5,Pre_trained Model,Level post lowercase,tf,0.5773195876288659,{'C': 0.25}
703,100,100,0.9,Difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,negative,5-20,Pre_trained Model,Level post lowercase,binary,0.576271186440678,{'C': 0.05}
851,100,100,0.95,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,positive,20,Pre_trained Model,Level post upercase,tf,0.5757575757575758,{'C': 0.05}
875,100,100,0.9,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,positive,10,Pre_trained Model,Level post upercase,tf,0.5757575757575758,{'C': 0.12}
911,200,100,0.95,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,negative,5,Pre_trained Model,Level concatenation upercase,tf,0.5753424657534246,{'C': 0.05}
356,100,200,0.99,Difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,both,5-10-20,Pre_trained Model,Level concatenation upercase,binary,0.575,{'C': 0.05}
681,100,100,0.9,Difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,negative,10-20,Pre_trained Model,Level post lowercase,binary,0.5747126436781609,{'C': 0.5}
922,100,200,0.99,No difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,negative,10,Anorexia Model,Level post lowercase,tf,0.574468085106383,{'C': 0.12}
778,100,200,0.95,Difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,positive,10-20,Pre_trained Model,Level concatenation upercase,binary,0.5742574257425742,{'C': 0.05}
903,500,200,0.9,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,negative,5,Pre_trained Model,Level post lowercase,tf,0.5740740740740741,{'C': 0.05}
