528,2000,2000,0.95,Difference,Fuzzy,Not removed stopwords,Full matrix,simple,add topic,negative,5-10,Depression Model,Level user lowercase,binary,0.5596330275229358,{'C': 0.05}
1856,1700,1500,0.9,Difference,Not Fuzzy,Not removed stopwords,Full matrix,None,add topic,positive,5,Depression Model,Level post lowercase,binary,0.5595238095238094,{'C': 0.12}
416,1500,1000,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,simple,add topic,positive,5-20,Depression Model,Level post lowercase,binary,0.5593220338983051,{'C': 0.05}
510,2000,2000,0.95,Difference,Fuzzy,Not removed stopwords,Full matrix,simple,add topic,negative,20,Depression Model,Level post lowercase,binary,0.5591397849462366,{'C': 0.12}
1300,1500,2000,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,None,add topic,positive,5-10,Depression Model,Level post lowercase,binary,0.5589519650655022,{'C': 1}
2489,1700,1500,0.9,Difference,Not Fuzzy,Not removed stopwords,Full matrix,None,add topic,positive,10,Depression Model,Level user lowercase,binary,0.5588235294117647,{'C': 4}
1924,1500,1500,0.9,Difference,Fuzzy,Not removed stopwords,Full matrix,None,add topic,positive,5-10,Depression Model,Level post lowercase,binary,0.5581395348837209,{'C': 0.12}
1862,1500,1500,0.9,Difference,Not Fuzzy,Not removed stopwords,Full matrix,None,add topic,positive,5,Depression Model,Level user lowercase,binary,0.5576208178438662,{'C': 0.05}
1471,1500,1000,0.95,Difference,Fuzzy,Not removed stopwords,Full matrix,None,add topic,negative,5-10,Depression Model,Level post lowercase,binary,0.5575221238938053,{'C': 0.05}
137,2000,2000,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,simple,add topic,both,20,Depression Model,Level post lowercase,binary,0.5568627450980391,{'C': 2}
362,1500,1500,0.95,Difference,Fuzzy,Not removed stopwords,Full matrix,simple,add topic,positive,10,Depression Model,Level post lowercase,binary,0.5568627450980391,{'C': 0.05}
1469,1500,1500,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,None,add topic,negative,5-10,Depression Model,Level post lowercase,binary,0.5568627450980391,{'C': 0.05}
2720,1500,1500,0.9,Difference,Not Fuzzy,Not removed stopwords,Full matrix,None,add topic,positive,5-20,Depression Model,Level user lowercase,binary,0.5568627450980391,{'C': 0.05}
1310,1500,1500,0.95,Difference,Fuzzy,Not removed stopwords,Full matrix,None,add topic,positive,5-10,Depression Model,Level user lowercase,binary,0.5566037735849058,{'C': 1}
101,1500,1000,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,simple,add topic,both,5,Depression Model,Level user lowercase,binary,0.5565217391304348,{'C': 0.05}
553,1700,1500,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,simple,add topic,negative,5-20,Depression Model,Level user lowercase,binary,0.5561497326203209,{'C': 0.05}
2468,2000,2000,0.9,Difference,Fuzzy,Not removed stopwords,Full matrix,None,add topic,positive,5,Depression Model,Level post lowercase,binary,0.5560538116591928,{'C': 0.12}
1400,1500,1500,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,None,add topic,negative,5,Depression Model,Level user lowercase,binary,0.5555555555555555,{'C': 0.05}
334,2000,2000,0.95,Difference,Fuzzy,Not removed stopwords,Full matrix,simple,add topic,positive,20,Depression Model,Level post lowercase,binary,0.5551020408163265,{'C': 0.05}
2215,1500,1500,0.9,Difference,Not Fuzzy,Not removed stopwords,Full matrix,simple,add topic,positive,10,Depression Model,Level post lowercase,binary,0.5549132947976878,{'C': 0.05}
1256,1500,2000,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,None,add topic,positive,20,Depression Model,Level post lowercase,binary,0.5546218487394957,{'C': 0.25}
607,1500,1000,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,simple,add topic,negative,5-10-20,Depression Model,Level user lowercase,binary,0.5543478260869567,{'C': 0.05}
502,1500,2000,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,simple,add topic,negative,10,Depression Model,Level user lowercase,binary,0.5543478260869567,{'C': 0.05}
317,1700,1500,0.95,Difference,Fuzzy,Not removed stopwords,Full matrix,simple,add topic,positive,5,Depression Model,Level user lowercase,binary,0.5537190082644629,{'C': 0.05}
20,1500,1000,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,simple,add topic,both,5-10-20,Depression Model,Level post lowercase,binary,0.5533980582524272,{'C': 4}
2200,2000,2000,0.9,Difference,Fuzzy,Not removed stopwords,Full matrix,simple,add topic,positive,10,Depression Model,Level user lowercase,binary,0.553030303030303,{'C': 4}
1429,1500,2000,0.95,Difference,Fuzzy,Not removed stopwords,Full matrix,None,add topic,negative,10,Depression Model,Level user lowercase,binary,0.5525291828793775,{'C': 0.05}
2472,1700,1500,0.9,Difference,Not Fuzzy,Not removed stopwords,Full matrix,None,add topic,positive,5,Depression Model,Level post lowercase,binary,0.5524861878453039,{'C': 0.12}
2172,1500,1500,0.9,Difference,Fuzzy,Not removed stopwords,Full matrix,simple,add topic,positive,5,Depression Model,Level post lowercase,binary,0.5524475524475525,{'C': 0.05}
1907,1500,1500,0.9,Difference,Not Fuzzy,Not removed stopwords,Full matrix,None,add topic,positive,10,Depression Model,Level post lowercase,binary,0.5523809523809524,{'C': 0.05}
1299,200,2000,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,None,add topic,positive,5-10,Depression Model,Level user lowercase,binary,0.5517241379310346,{'C': 0.12}
1493,1500,1000,0.95,Difference,Fuzzy,Not removed stopwords,Full matrix,None,add topic,negative,5-20,Depression Model,Level post lowercase,binary,0.5517241379310346,{'C': 0.12}
